t,tr_gauss_nll_loss_train,t_val,tr_gauss_nll_loss_val
154.0,0.5617902874946594,,
155.0,0.6682549715042114,,
156.0,0.6987594366073608,,
157.0,0.5896223783493042,,
158.0,0.3722058832645416,,
159.0,0.5691273212432861,,
160.0,0.476828008890152,,
161.0,0.5320613384246826,,
162.0,0.32124319672584534,,
163.0,0.46524739265441895,,
164.0,0.44234877824783325,,
165.0,0.5349775552749634,,
166.0,0.33980241417884827,,
167.0,0.5130628347396851,,
168.0,0.394810289144516,,
169.0,0.3791084885597229,,
170.0,0.42476266622543335,,
171.0,0.4485015273094177,,
172.0,0.37274909019470215,,
173.0,0.38735705614089966,,
174.0,0.24164356291294098,,
175.0,0.26724401116371155,,
176.0,0.3204817771911621,,
177.0,0.21335268020629883,,
178.0,0.3015066683292389,,
179.0,0.2799125909805298,,
180.0,0.3799383044242859,,
181.0,0.3822467029094696,,
182.0,0.3493667244911194,,
183.0,0.3115273118019104,,
184.0,0.4691275954246521,,
185.0,0.3773672580718994,,
186.0,0.2542203366756439,,
187.0,0.32974863052368164,,
188.0,0.38526272773742676,,
189.0,0.3460753858089447,,
190.0,0.22912491858005524,,
191.0,0.47183990478515625,,
192.0,0.20611338317394257,,
193.0,0.4040713608264923,,
194.0,0.36331427097320557,,
195.0,0.19363948702812195,,
196.0,0.506688117980957,,
197.0,0.31009069085121155,,
198.0,0.5492374897003174,,
199.0,0.40073907375335693,,
200.0,0.10537561774253845,,
201.0,0.5144873857498169,,
202.0,0.333673357963562,,
203.0,0.3375587463378906,,
204.0,0.346672385931015,,
205.0,0.21651294827461243,,
206.0,0.24308519065380096,,
207.0,0.31878870725631714,,
208.0,0.46085286140441895,,
209.0,0.34068936109542847,,
210.0,0.32786375284194946,,
211.0,0.367645800113678,,
212.0,0.3025360703468323,,
213.0,0.5073627829551697,,
214.0,0.2745278477668762,,
215.0,0.40196308493614197,,
216.0,0.4269198179244995,,
217.0,0.23821453750133514,,
218.0,0.48520541191101074,,
219.0,0.3913131654262543,,
220.0,0.23457740247249603,,
,0.4058659757886614,222.0,0.3451519815972511
222.0,0.48971766233444214,,
223.0,1.0311964750289917,,
224.0,0.6590865850448608,,
225.0,0.5798363089561462,,
226.0,0.479897141456604,,
227.0,0.5094264149665833,,
228.0,0.5189113020896912,,
229.0,0.5226895809173584,,
230.0,0.555461585521698,,
231.0,0.5085415244102478,,
232.0,0.2679462730884552,,
233.0,0.409178227186203,,
234.0,0.35777783393859863,,
235.0,0.4230879843235016,,
236.0,0.17961366474628448,,
237.0,0.336222380399704,,
238.0,0.2615126669406891,,
239.0,0.5099633932113647,,
240.0,0.30738645792007446,,
241.0,0.3574991226196289,,
242.0,0.3006131649017334,,
243.0,0.40881961584091187,,
244.0,0.3485126495361328,,
245.0,0.3031383156776428,,
246.0,0.22192421555519104,,
247.0,0.34567534923553467,,
248.0,0.16157710552215576,,
249.0,0.21591246128082275,,
250.0,0.3159545958042145,,
251.0,0.1276262402534485,,
252.0,0.2802564203739166,,
253.0,0.2648908793926239,,
254.0,0.296257883310318,,
255.0,0.31509649753570557,,
256.0,0.34244000911712646,,
257.0,0.2918280065059662,,
258.0,0.44050514698028564,,
259.0,0.35878443717956543,,
260.0,0.1831449270248413,,
261.0,0.2924579977989197,,
262.0,0.31648188829421997,,
263.0,0.33164021372795105,,
264.0,0.2800551652908325,,
265.0,0.43569180369377136,,
266.0,0.28872811794281006,,
267.0,0.334133118391037,,
268.0,0.30723899602890015,,
269.0,0.17364533245563507,,
270.0,0.41509243845939636,,
271.0,0.22098460793495178,,
272.0,0.6412206888198853,,
273.0,0.684935450553894,,
274.0,0.16559481620788574,,
275.0,0.5480647683143616,,
276.0,0.42991116642951965,,
277.0,0.3845667243003845,,
278.0,0.4104922413825989,,
279.0,0.22937682271003723,,
280.0,0.18405500054359436,,
281.0,0.3415171205997467,,
282.0,0.4375433325767517,,
283.0,0.34357911348342896,,
284.0,0.3906492590904236,,
285.0,0.2947852611541748,,
286.0,0.3339458107948303,,
287.0,0.5302085876464844,,
288.0,0.3428000211715698,,
289.0,0.31242886185646057,,
290.0,0.47047704458236694,,
291.0,0.3292151093482971,,
292.0,0.4643571376800537,,
293.0,0.3497487008571625,,
294.0,0.19712772965431213,,
,0.3497818538120815,296.0,0.23496422463275016
296.0,0.22583365440368652,,
297.0,0.37095072865486145,,
298.0,0.21715542674064636,,
299.0,0.1536705046892166,,
300.0,0.9860772490501404,,
301.0,1.6971862316131592,,
302.0,1.4911682605743408,,
303.0,1.2112011909484863,,
304.0,1.2748504877090454,,
305.0,1.0539699792861938,,
306.0,0.8177681565284729,,
307.0,0.8913947343826294,,
308.0,0.7835434079170227,,
309.0,0.873284101486206,,
310.0,0.586155891418457,,
311.0,0.8844289183616638,,
312.0,0.853295624256134,,
313.0,0.7417163252830505,,
314.0,0.8952059745788574,,
315.0,0.9855068922042847,,
316.0,0.6417348384857178,,
317.0,0.7070987820625305,,
318.0,0.7255905866622925,,
319.0,0.7902412414550781,,
320.0,0.7035039663314819,,
321.0,0.7173023223876953,,
322.0,0.5009424686431885,,
323.0,0.6042697429656982,,
324.0,0.5442742109298706,,
325.0,0.5902345776557922,,
326.0,0.3895033001899719,,
327.0,0.3676839768886566,,
328.0,0.5072507858276367,,
329.0,0.600098192691803,,
330.0,0.4090767800807953,,
331.0,0.46048682928085327,,
332.0,0.5777365565299988,,
333.0,0.4532266855239868,,
334.0,0.37207961082458496,,
335.0,0.4306015968322754,,
336.0,0.5440122485160828,,
337.0,0.4938145875930786,,
338.0,0.3529135584831238,,
339.0,0.6705715656280518,,
340.0,0.5607499480247498,,
341.0,0.5140227675437927,,
342.0,0.4934363067150116,,
343.0,0.31175005435943604,,
344.0,0.6859637498855591,,
345.0,0.4104965627193451,,
346.0,0.6778339743614197,,
347.0,0.568390965461731,,
348.0,0.15962645411491394,,
349.0,0.6545926332473755,,
350.0,0.4475412666797638,,
351.0,0.3778131902217865,,
352.0,0.46971631050109863,,
353.0,0.2730112075805664,,
354.0,0.2317163497209549,,
355.0,0.30163025856018066,,
356.0,0.5511294007301331,,
357.0,0.4344959259033203,,
358.0,0.504274308681488,,
359.0,0.313736230134964,,
360.0,0.4206268787384033,,
361.0,0.5029596090316772,,
362.0,0.27690503001213074,,
363.0,0.46675190329551697,,
364.0,0.33448880910873413,,
365.0,0.2353678196668625,,
366.0,0.4858183264732361,,
367.0,0.3781589865684509,,
368.0,0.3953058123588562,,
,0.33085645948137554,370.0,0.3547405892230095
370.0,0.4005025625228882,,
371.0,0.5075051188468933,,
372.0,0.3640764653682709,,
373.0,0.3452691435813904,,
374.0,0.37863630056381226,,
375.0,0.361629843711853,,
376.0,0.433487206697464,,
377.0,0.4711304306983948,,
378.0,0.44051188230514526,,
379.0,0.4083690941333771,,
380.0,0.1597745716571808,,
381.0,0.3748357892036438,,
382.0,0.3133811950683594,,
383.0,0.42918655276298523,,
384.0,0.16060832142829895,,
385.0,0.4878224730491638,,
386.0,0.4427398443222046,,
387.0,0.39088836312294006,,
388.0,0.15319889783859253,,
389.0,0.38048362731933594,,
390.0,0.3115778863430023,,
391.0,0.3501683175563812,,
392.0,0.31136202812194824,,
393.0,0.37142688035964966,,
394.0,0.2916216254234314,,
395.0,0.2652318477630615,,
396.0,0.10539475083351135,,
397.0,0.19042682647705078,,
398.0,0.32498207688331604,,
399.0,0.17163676023483276,,
400.0,0.20528490841388702,,
401.0,0.21237307786941528,,
402.0,0.26174166798591614,,
403.0,0.30372321605682373,,
404.0,0.2735027074813843,,
405.0,0.3189188539981842,,
406.0,0.37756112217903137,,
407.0,0.3036305010318756,,
408.0,0.17953042685985565,,
409.0,0.18203282356262207,,
410.0,0.2472168356180191,,
411.0,0.43765002489089966,,
412.0,0.3452320992946625,,
413.0,0.44440969824790955,,
414.0,0.29926547408103943,,
415.0,0.35066136717796326,,
416.0,0.2714758813381195,,
417.0,0.1454722136259079,,
418.0,0.46258729696273804,,
419.0,0.22509391605854034,,
420.0,0.5669606924057007,,
421.0,0.3772914707660675,,
422.0,-0.06495360285043716,,
423.0,0.45669060945510864,,
424.0,0.2837466895580292,,
425.0,0.19678643345832825,,
426.0,0.3167882263660431,,
427.0,0.13825085759162903,,
428.0,0.20217671990394592,,
429.0,0.23010608553886414,,
430.0,0.38159871101379395,,
431.0,0.34604454040527344,,
432.0,0.37447765469551086,,
433.0,0.2142508625984192,,
434.0,0.2349509745836258,,
435.0,0.4947545528411865,,
436.0,0.22819776833057404,,
437.0,0.540348470211029,,
438.0,0.6191463470458984,,
439.0,0.3466234803199768,,
440.0,0.4401609003543854,,
441.0,0.31259801983833313,,
442.0,0.31971824169158936,,
,0.3775402477809361,444.0,0.30506334183063916
444.0,0.29685917496681213,,
445.0,0.30410102009773254,,
446.0,0.28675705194473267,,
447.0,0.22208140790462494,,
448.0,0.3122258484363556,,
449.0,0.3230384588241577,,
450.0,0.3490586578845978,,
451.0,0.40264278650283813,,
452.0,0.37517082691192627,,
453.0,0.34640493988990784,,
454.0,0.10538262873888016,,
455.0,0.3477623462677002,,
456.0,0.18916195631027222,,
457.0,0.3132995665073395,,
458.0,0.03589008003473282,,
459.0,0.5335456132888794,,
460.0,0.5589491724967957,,
461.0,0.3837176561355591,,
462.0,0.16987553238868713,,
463.0,0.32639816403388977,,
464.0,0.2524634599685669,,
465.0,0.29705753922462463,,
466.0,0.2540193796157837,,
467.0,0.24049806594848633,,
468.0,0.15329097211360931,,
469.0,0.22316336631774902,,
470.0,0.04121237248182297,,
471.0,0.14789383113384247,,
472.0,0.2672921419143677,,
473.0,0.07770775258541107,,
474.0,0.2056046724319458,,
475.0,0.24872779846191406,,
476.0,0.25159990787506104,,
477.0,0.2687423825263977,,
478.0,0.25730571150779724,,
479.0,0.2519104480743408,,
480.0,0.3926507830619812,,
481.0,0.34766077995300293,,
482.0,0.16776828467845917,,
483.0,0.18364977836608887,,
484.0,0.20475682616233826,,
485.0,0.3265579342842102,,
486.0,0.2548042833805084,,
487.0,0.35654929280281067,,
488.0,0.20537064969539642,,
489.0,0.30868643522262573,,
490.0,0.3323373794555664,,
491.0,0.12319066375494003,,
492.0,0.5691084861755371,,
493.0,0.2758094370365143,,
494.0,0.6383851766586304,,
495.0,0.5557633638381958,,
496.0,-0.0026826411485671997,,
497.0,0.3874094486236572,,
498.0,0.21686185896396637,,
499.0,0.22779788076877594,,
