t,tr_gauss_nll_loss_train,t_val,tr_gauss_nll_loss_val
0.0,0.47275596857070923,,
1.0,0.5510110855102539,,
2.0,0.7214555740356445,,
3.0,0.6009199619293213,,
4.0,0.5650293827056885,,
5.0,0.5414963364601135,,
6.0,0.408557653427124,,
7.0,0.27412524819374084,,
8.0,0.5608065724372864,,
9.0,0.433916300535202,,
10.0,0.3831249177455902,,
11.0,0.5676641464233398,,
12.0,0.49816760420799255,,
13.0,0.4199123680591583,,
14.0,0.44632166624069214,,
15.0,0.5829718708992004,,
16.0,0.4206869304180145,,
17.0,0.6850200891494751,,
18.0,0.5193256735801697,,
19.0,0.516147792339325,,
20.0,0.32780832052230835,,
21.0,0.3425056040287018,,
22.0,0.5894571542739868,,
23.0,0.7351614236831665,,
24.0,0.6025747060775757,,
25.0,0.6847113370895386,,
26.0,0.6913040280342102,,
27.0,0.52021723985672,,
28.0,0.4868769645690918,,
29.0,0.4104984998703003,,
30.0,0.44430670142173767,,
31.0,0.3673824071884155,,
32.0,0.5989131927490234,,
33.0,0.5086763501167297,,
34.0,0.44704470038414,,
35.0,0.42653319239616394,,
36.0,0.5732574462890625,,
37.0,0.7449350357055664,,
38.0,0.6095383167266846,,
39.0,0.5691097974777222,,
40.0,0.4921222925186157,,
41.0,0.5757420659065247,,
42.0,0.48321646451950073,,
43.0,0.502314567565918,,
44.0,0.33924272656440735,,
45.0,0.5895053148269653,,
46.0,0.37008213996887207,,
47.0,0.41805869340896606,,
48.0,0.3038685619831085,,
49.0,0.42457816004753113,,
50.0,0.40191325545310974,,
51.0,0.5097735524177551,,
52.0,0.3620867431163788,,
53.0,0.28011539578437805,,
54.0,0.31573331356048584,,
55.0,0.45231693983078003,,
56.0,0.35328659415245056,,
57.0,0.3758135735988617,,
58.0,0.3820861876010895,,
59.0,0.33075881004333496,,
60.0,0.35304683446884155,,
61.0,0.6011835336685181,,
62.0,0.45950847864151,,
63.0,0.4824610948562622,,
64.0,0.45119285583496094,,
65.0,0.22827112674713135,,
66.0,0.508021354675293,,
67.0,0.46928834915161133,,
68.0,0.4242044687271118,,
69.0,0.41103801131248474,,
70.0,0.5106410384178162,,
71.0,0.4369000792503357,,
72.0,0.5274108648300171,,
,0.6028556142534528,74.0,0.4186469674617686
74.0,0.37807348370552063,,
75.0,0.40532466769218445,,
76.0,0.5972750186920166,,
77.0,0.495637446641922,,
78.0,0.4501705467700958,,
79.0,0.38962501287460327,,
80.0,0.2563072741031647,,
81.0,0.14183467626571655,,
82.0,0.4497103989124298,,
83.0,0.35092997550964355,,
84.0,0.3763252794742584,,
85.0,0.43312832713127136,,
86.0,0.3982967436313629,,
87.0,0.31934380531311035,,
88.0,0.33579307794570923,,
89.0,0.5098477602005005,,
90.0,0.34808677434921265,,
91.0,0.6665350794792175,,
92.0,0.6489609479904175,,
93.0,0.48328495025634766,,
94.0,0.22773317992687225,,
95.0,0.24320873618125916,,
96.0,0.42597058415412903,,
97.0,0.47070518136024475,,
98.0,0.3128756284713745,,
99.0,0.31320691108703613,,
100.0,0.4386290907859802,,
101.0,0.3844992518424988,,
102.0,0.2891143262386322,,
103.0,0.33536258339881897,,
104.0,0.27534931898117065,,
105.0,0.9058131575584412,,
106.0,1.1898201704025269,,
107.0,1.1063578128814697,,
108.0,0.8159661293029785,,
109.0,0.6342714428901672,,
110.0,0.8563239574432373,,
111.0,0.6937642097473145,,
112.0,0.7263193726539612,,
113.0,0.62275230884552,,
114.0,0.6404616236686707,,
115.0,0.7489356398582458,,
116.0,0.6376665830612183,,
117.0,0.5202925205230713,,
118.0,0.3823808431625366,,
119.0,0.6481215953826904,,
120.0,0.4030058979988098,,
121.0,0.5771539807319641,,
122.0,0.3975594639778137,,
123.0,0.4945371747016907,,
124.0,0.4061810076236725,,
125.0,0.5499788522720337,,
126.0,0.4269762933254242,,
127.0,0.23863813281059265,,
128.0,0.551947832107544,,
129.0,0.46465808153152466,,
130.0,0.5254820585250854,,
131.0,0.5800744295120239,,
132.0,0.41942721605300903,,
133.0,0.2688216269016266,,
134.0,0.40162020921707153,,
135.0,0.569101870059967,,
136.0,0.5365595817565918,,
137.0,0.5250261425971985,,
138.0,0.43119892477989197,,
139.0,0.29178154468536377,,
140.0,0.47734296321868896,,
141.0,0.45620253682136536,,
142.0,0.541149377822876,,
143.0,0.4727734923362732,,
144.0,0.60847008228302,,
145.0,0.38045841455459595,,
146.0,0.5139275193214417,,
,0.7801028660365513,148.0,0.479539543314183
148.0,0.42136770486831665,,
149.0,0.40581178665161133,,
150.0,0.5926941633224487,,
151.0,0.5752184391021729,,
152.0,0.46574413776397705,,
153.0,0.37856143712997437,,
154.0,0.3497173488140106,,
155.0,0.17439179122447968,,
156.0,0.4403214454650879,,
157.0,0.41815483570098877,,
158.0,0.34165114164352417,,
159.0,0.4400527775287628,,
160.0,0.5305235385894775,,
161.0,0.3836729824542999,,
162.0,0.425894170999527,,
163.0,0.49167510867118835,,
164.0,0.3375939726829529,,
165.0,0.6490911841392517,,
166.0,0.5672264099121094,,
167.0,0.4824162721633911,,
168.0,0.18807759881019592,,
169.0,0.22152046859264374,,
170.0,0.4510737657546997,,
171.0,0.46555787324905396,,
172.0,0.3415163457393646,,
173.0,0.3530261814594269,,
174.0,0.41084808111190796,,
175.0,0.37747499346733093,,
176.0,0.2620431184768677,,
177.0,0.3111874759197235,,
178.0,0.2558526396751404,,
179.0,0.2868756055831909,,
180.0,0.43830811977386475,,
181.0,0.3711465299129486,,
182.0,0.3461814224720001,,
183.0,0.3896130919456482,,
184.0,0.5320418477058411,,
185.0,0.3242522180080414,,
186.0,0.4367157220840454,,
187.0,0.39693835377693176,,
188.0,0.351264089345932,,
189.0,0.42119458317756653,,
190.0,0.41056105494499207,,
191.0,0.4288555979728699,,
192.0,0.2300271987915039,,
193.0,0.43428605794906616,,
194.0,0.26073765754699707,,
195.0,0.327948659658432,,
196.0,0.21000447869300842,,
197.0,0.41652873158454895,,
198.0,0.44979771971702576,,
199.0,0.419076144695282,,
200.0,0.2457672655582428,,
201.0,0.15606796741485596,,
202.0,0.2898397743701935,,
203.0,0.3673875331878662,,
204.0,0.4084659516811371,,
205.0,0.35990744829177856,,
206.0,0.28877130150794983,,
207.0,0.20165351033210754,,
208.0,0.25256556272506714,,
209.0,0.5373804569244385,,
210.0,0.4403635263442993,,
211.0,0.3647151291370392,,
212.0,0.34533941745758057,,
213.0,0.1547863632440567,,
214.0,0.48599162697792053,,
215.0,0.4465344548225403,,
216.0,0.4058751165866852,,
217.0,0.39065250754356384,,
218.0,0.4617832601070404,,
219.0,0.34931454062461853,,
220.0,0.4194490909576416,,
,0.5690601893833706,222.0,0.33553155371483334
222.0,0.2478291243314743,,
223.0,0.40749257802963257,,
224.0,0.5426506400108337,,
225.0,0.4969479441642761,,
226.0,0.3977179527282715,,
227.0,0.27541297674179077,,
228.0,0.3162822127342224,,
229.0,0.1488156020641327,,
230.0,0.3535579741001129,,
231.0,0.28825435042381287,,
232.0,0.30439531803131104,,
233.0,0.3531399369239807,,
234.0,0.4171309769153595,,
235.0,0.23959720134735107,,
236.0,0.31294044852256775,,
237.0,0.42724907398223877,,
238.0,0.25879284739494324,,
239.0,0.5539752244949341,,
240.0,0.47104915976524353,,
241.0,0.3815493583679199,,
242.0,0.1602746844291687,,
243.0,0.2851158082485199,,
244.0,0.5115094184875488,,
245.0,0.43351319432258606,,
246.0,0.3489375412464142,,
247.0,0.37675103545188904,,
248.0,0.39473938941955566,,
249.0,0.35294869542121887,,
250.0,0.15507298707962036,,
251.0,0.30847543478012085,,
252.0,0.18743368983268738,,
253.0,0.33090925216674805,,
254.0,0.5713918209075928,,
255.0,0.46344125270843506,,
256.0,0.42831650376319885,,
257.0,0.33377528190612793,,
258.0,0.5248537063598633,,
259.0,0.6228419542312622,,
260.0,0.46815240383148193,,
261.0,0.40963247418403625,,
262.0,0.3723413050174713,,
263.0,0.5146270394325256,,
264.0,0.41802778840065,,
265.0,0.44519734382629395,,
266.0,0.17935875058174133,,
267.0,0.4341591000556946,,
268.0,0.2693055272102356,,
269.0,0.40401792526245117,,
270.0,0.22569161653518677,,
271.0,0.34403571486473083,,
272.0,0.28157785534858704,,
273.0,0.3871193528175354,,
274.0,0.2917301058769226,,
