t,tr_gauss_nll_loss_train,t_val,tr_gauss_nll_loss_val
275.0,0.12334629148244858,,
276.0,0.24762403964996338,,
277.0,0.3041340708732605,,
278.0,0.3236315846443176,,
279.0,0.3465275168418884,,
280.0,0.2901437282562256,,
281.0,0.14317531883716583,,
282.0,0.31055399775505066,,
283.0,0.4479023814201355,,
284.0,0.3892058730125427,,
285.0,0.3950980305671692,,
286.0,0.3269228935241699,,
287.0,0.0954928919672966,,
288.0,0.4504642188549042,,
289.0,0.4227699339389801,,
290.0,0.3375955820083618,,
291.0,0.344633013010025,,
292.0,0.4325539469718933,,
293.0,0.300364226102829,,
294.0,0.40031322836875916,,
,0.5277209963117327,296.0,0.3295389970820001
296.0,0.22936391830444336,,
297.0,0.331346333026886,,
298.0,0.500891923904419,,
299.0,0.5433880686759949,,
300.0,0.5001675486564636,,
301.0,0.24597495794296265,,
302.0,0.23530752956867218,,
303.0,0.10321423411369324,,
304.0,0.3473963439464569,,
305.0,0.21577969193458557,,
306.0,0.30448445677757263,,
307.0,0.36213335394859314,,
308.0,0.40697646141052246,,
309.0,0.17639406025409698,,
310.0,0.2868141829967499,,
311.0,0.4159277677536011,,
312.0,0.3158130645751953,,
313.0,0.48298025131225586,,
314.0,0.32186388969421387,,
315.0,0.3205293118953705,,
316.0,0.1700110137462616,,
317.0,0.21556209027767181,,
318.0,0.41565483808517456,,
319.0,0.3643517792224884,,
320.0,0.2825791835784912,,
321.0,0.31488850712776184,,
322.0,0.38515082001686096,,
323.0,0.38866978883743286,,
324.0,0.3652512729167938,,
325.0,0.3339608311653137,,
326.0,0.15028131008148193,,
327.0,0.15285475552082062,,
328.0,0.46180838346481323,,
329.0,0.4209732115268707,,
330.0,0.3822649121284485,,
331.0,0.4056181311607361,,
332.0,0.6305828094482422,,
333.0,0.47113871574401855,,
334.0,0.34584498405456543,,
335.0,0.2660999298095703,,
336.0,0.2238704115152359,,
337.0,0.3436787724494934,,
338.0,0.4620075523853302,,
339.0,0.4919346868991852,,
340.0,0.13409200310707092,,
341.0,0.4355863332748413,,
342.0,0.27794820070266724,,
343.0,0.3140753507614136,,
344.0,0.13681620359420776,,
345.0,0.2768456041812897,,
346.0,0.17971310019493103,,
347.0,0.4503915309906006,,
348.0,0.4576665163040161,,
349.0,0.13245847821235657,,
350.0,0.24166731536388397,,
351.0,0.2906000316143036,,
352.0,0.28713536262512207,,
353.0,0.35273537039756775,,
354.0,0.22940300405025482,,
355.0,0.12266319990158081,,
356.0,0.2231355905532837,,
357.0,0.439339280128479,,
358.0,0.44016584753990173,,
359.0,0.33978891372680664,,
360.0,0.2938666045665741,,
361.0,0.07917908579111099,,
362.0,0.3756219744682312,,
363.0,0.37547650933265686,,
364.0,0.3253627121448517,,
365.0,0.34852731227874756,,
366.0,0.39304813742637634,,
367.0,0.2412661463022232,,
368.0,0.3665359616279602,,
,0.47550950731549946,370.0,0.31598177524323157
370.0,0.1951032429933548,,
371.0,0.29711949825286865,,
372.0,0.4860316514968872,,
373.0,0.603975236415863,,
374.0,0.879925549030304,,
375.0,0.42738407850265503,,
376.0,0.3896612524986267,,
377.0,0.27522122859954834,,
378.0,0.3306719660758972,,
379.0,0.2237865924835205,,
380.0,0.2835488021373749,,
381.0,0.3387046158313751,,
382.0,0.44952207803726196,,
383.0,0.20063437521457672,,
384.0,0.2625652551651001,,
385.0,0.4172973036766052,,
386.0,0.3476448655128479,,
387.0,0.4886270761489868,,
388.0,0.3294074237346649,,
389.0,0.31935006380081177,,
390.0,0.1352689117193222,,
391.0,0.12673108279705048,,
392.0,0.32487520575523376,,
393.0,0.29869168996810913,,
394.0,0.16445602476596832,,
395.0,0.2441461831331253,,
396.0,0.2986113727092743,,
397.0,0.327579140663147,,
398.0,0.24036088585853577,,
399.0,0.26126235723495483,,
400.0,0.12852954864501953,,
401.0,0.07832054793834686,,
402.0,0.598360538482666,,
403.0,0.8388152718544006,,
404.0,0.4581145942211151,,
405.0,0.41056618094444275,,
406.0,0.6067978739738464,,
407.0,0.2589879035949707,,
408.0,0.3845861852169037,,
409.0,0.3049154579639435,,
410.0,0.2379116266965866,,
411.0,0.32496389746665955,,
412.0,0.38493913412094116,,
413.0,0.373421847820282,,
414.0,0.1363316774368286,,
415.0,0.3369103670120239,,
416.0,0.17923149466514587,,
417.0,0.23868271708488464,,
418.0,0.1170523539185524,,
419.0,0.19006411731243134,,
420.0,0.16367051005363464,,
421.0,0.26771706342697144,,
422.0,0.132025346159935,,
423.0,0.08517433702945709,,
424.0,0.10949172079563141,,
425.0,0.26486098766326904,,
426.0,0.3340621888637543,,
427.0,0.5224138498306274,,
428.0,0.7482841610908508,,
429.0,0.5303851962089539,,
430.0,0.5760917067527771,,
431.0,0.5992674827575684,,
432.0,0.4713761806488037,,
433.0,0.4894413352012634,,
434.0,0.3637656569480896,,
435.0,0.19624388217926025,,
436.0,0.44173404574394226,,
437.0,0.28560230135917664,,
438.0,0.44151031970977783,,
439.0,0.4820812940597534,,
440.0,0.5754992961883545,,
441.0,0.2649300992488861,,
442.0,0.35832640528678894,,
,0.6913182394845145,444.0,0.4390735171703582
444.0,0.3398059010505676,,
445.0,0.36520999670028687,,
446.0,0.48782408237457275,,
447.0,0.5581814646720886,,
448.0,0.4641689956188202,,
449.0,0.4181700348854065,,
450.0,0.6009033918380737,,
451.0,0.3082394301891327,,
452.0,0.3155049979686737,,
453.0,0.32418811321258545,,
454.0,0.44680550694465637,,
455.0,0.48115867376327515,,
456.0,0.6585566401481628,,
457.0,0.27205806970596313,,
458.0,0.3068418502807617,,
459.0,0.4188263416290283,,
460.0,0.2778003513813019,,
461.0,0.6367835998535156,,
462.0,0.5093961358070374,,
463.0,0.39441096782684326,,
464.0,0.12394215166568756,,
465.0,0.17531082034111023,,
466.0,0.36943235993385315,,
467.0,0.2927202880382538,,
468.0,0.19876979291439056,,
469.0,0.3267095685005188,,
470.0,0.4593232572078705,,
471.0,0.4218805432319641,,
472.0,0.19021371006965637,,
473.0,0.38636478781700134,,
474.0,0.29128211736679077,,
475.0,0.6494342684745789,,
476.0,1.067650318145752,,
477.0,0.8663873672485352,,
478.0,0.6383472681045532,,
479.0,0.5598142743110657,,
480.0,0.7471275925636292,,
481.0,0.5705352425575256,,
482.0,0.5229215025901794,,
483.0,0.46306800842285156,,
484.0,0.45981350541114807,,
485.0,0.5701558589935303,,
486.0,0.4663994312286377,,
487.0,0.35615986585617065,,
488.0,0.27260684967041016,,
489.0,0.418143093585968,,
490.0,0.20827215909957886,,
491.0,0.39223796129226685,,
492.0,0.19843806326389313,,
493.0,0.35015353560447693,,
494.0,0.23469951748847961,,
495.0,0.5002522468566895,,
496.0,0.4376147389411926,,
497.0,0.13189992308616638,,
498.0,0.42014747858047485,,
499.0,0.2961265444755554,,
