t,tr_nll,st_nll
101,0.3804276936531067,2.236400008392334
201,0.2958374262571335,2.169461700439453
301,0.254496144258976,2.092453713607788
401,0.2275077617585659,2.0079447397232055
501,0.20341696085631847,1.9087167385101318
601,0.1992186630755663,1.7955571565628052
701,0.1891754617333412,1.6791576740264893
801,0.19036928537786008,1.5681981426239013
901,0.20159997543394564,1.4707257802963256
1001,0.18065250842869282,1.3769789447784424
1101,0.18031592033803462,1.276845205116272
1201,0.17683902458399534,1.1716481214523315
1301,0.1756005233079195,1.0853078408241272
1401,0.18761160987913608,1.006342722606659
1501,0.17665826494097708,0.9387989191055298
1601,0.17121313273459673,0.8798987801551819
1701,0.17361262292563914,0.8253056241989136
1801,0.17919029591083527,0.7843590579032897
1901,0.1730961632102728,0.763286403799057
2001,0.16153302891105414,0.730600546503067
2101,0.16175056853592396,0.6817466312408448
2201,0.16666579792499542,0.6487649614810944
2301,0.16387017154991626,0.6371854515075683
2401,0.16489760991595687,0.6328407680511474
2501,0.16569356336891652,0.6214816987037659
2601,0.17487564040571452,0.6042441616058349
2701,0.16733434752896428,0.5998179210662842
2801,0.1678683722063899,0.5823155370712281
2901,0.16326578822620214,0.5790316566467285
3001,0.1622172779094428,0.5657944527626038
3101,0.18262645856291054,0.552818480348587
3201,0.15710902893282472,0.5366103795051574
3301,0.16378613416701554,0.5283147560119629
3401,0.15642397633269428,0.5270191723823547
3501,0.1629921776652336,0.5199216900348663
3601,0.1575274057444185,0.49817607488632204
3701,0.1492894162381068,0.4851390857696533
3801,0.15628382625430823,0.4702815836429596
3901,0.1575046258598566,0.45872789311408996
4001,0.15414222286194562,0.4593245416164398
4101,0.16059227250814437,0.46960056676864625
4201,0.1519299723789096,0.47925680685043337
4301,0.1598312978696078,0.4801542723178864
4401,0.15514470164626837,0.4645114456653595
4501,0.1592512706257403,0.4445932674407959
4601,0.16144653868041933,0.4293679748058319
4701,0.163924531936273,0.42290680561065674
4801,0.166651763375476,0.4260653976917267
4901,0.16972024042829872,0.4319544842243195
5001,0.16008249147608877,0.4335651539325714
5101,0.17305979388877749,0.43513654103279115
5201,0.17882453785389663,0.4359733454942703
5301,0.15977254166267812,0.4287574219942093
5401,0.1657680186547339,0.4168051567077637
5501,0.16468410835731775,0.4088056535005569
5601,0.1670038969580084,0.4079320657491684
5701,0.16355208935122936,0.415206547498703
5801,0.17097214745022357,0.4093402953624725
5901,0.16569732665270567,0.40352460873126983
6001,0.18287442375607788,0.4001433943986893
6101,0.17307194446921348,0.39688444213867186
6201,0.17623000872284175,0.390253192281723
6301,0.1724348310828209,0.38530044996738433
6401,0.16899689413905145,0.38252327363491057
6501,0.17007192990258335,0.38362304039001466
6601,0.16870037113949657,0.3831652295589447
6701,0.17059380885250866,0.37874831726551056
6801,0.1684849315993488,0.37367098302841184
6901,0.17602170523330568,0.3677549573421478
7001,0.1666941684562713,0.3625743285655975
7101,0.1673819755608216,0.35832479836940767
7201,0.16756114234887062,0.356061080288887
7301,0.17568264174032958,0.3560772678375244
7401,0.1634126539843157,0.35205566511154174
7501,0.17574981785211713,0.35148160552978513
7601,0.17299664141014218,0.3537216402769089
7701,0.17422835394898428,0.35793072390556335
7801,0.1908958261728287,0.36388138313293455
7901,0.1863774709664285,0.3686369318008423
8001,0.19169991835206748,0.3709378782272339
8101,0.18777650602497162,0.37000011954307555
8201,0.1961229046786204,0.35849788542985916
8301,0.18026656320020557,0.348264466381073
8401,0.1814786259919405,0.3386595301628113
8501,0.1911661265615374,0.329815457201004
8601,0.180201878395956,0.3242589574813843
8701,0.18529730986505746,0.3233962327003479
8801,0.18416701323278248,0.32615685057640076
8901,0.19351500183083117,0.33260180070400236
9001,0.1860873503215611,0.33769636059999464
9101,0.19072292674705385,0.3424045820355415
9201,0.19485094174370168,0.34101311918497085
9301,0.19732081992961467,0.3361008323431015
9401,0.1953377102099359,0.32688538531064987
9501,0.20651096928194165,0.31903600108623503
9601,0.19668650354724376,0.3159090804815292
9701,0.193478785071522,0.3164702326893806
9801,0.1896044065669179,0.31690066994428634
9901,0.21247763324677943,0.3191185504317284
