t,tr_nll_val,tr_acc_val,tr_nll_train,tr_acc_train,iterations,H,B,tau,batch_size,N,tr_poly_a,tr_poly_gamma,tr_poly_b,output_dir,final_error_rate_pct
2701,0.13088262086792382,0.9599,0.0098942331969738,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
2801,0.12968170279695188,0.96,0.00848234724253416,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
2901,0.14133970824987047,0.9602,0.02458888292312622,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3001,0.1428204552247189,0.9608,0.009146970696747303,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3101,0.1317884455184685,0.9619,0.0045165722258389,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3201,0.13792254735075404,0.959,0.006518296431750059,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3301,0.14125812372891233,0.9606,0.007317313924431801,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3401,0.143353135582729,0.9592,0.004209891427308321,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3501,0.14605194769101218,0.9624,0.014776015654206276,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3601,0.15636843764630612,0.9592,0.006326331291347742,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3701,0.148382135911379,0.9614,0.002816942520439625,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3801,0.15283764941923436,0.9601,0.004319905769079924,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
3901,0.17119805394766444,0.9558,0.011856184341013432,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4001,0.14112401294434676,0.9639,0.0031146504916250706,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4101,0.1522538181769778,0.9639,0.00686236098408699,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4201,0.14680057772173313,0.9639,0.006941699888557196,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4301,0.15866260810638777,0.9603,0.003079051151871681,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4401,0.16328912940138252,0.9621,0.00332804792560637,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4501,0.16331577892517088,0.9599,0.0032310665119439363,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4601,0.1450473328705266,0.9649,0.00350138358771801,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4701,0.15400186982009473,0.9626,0.0029188799671828747,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4801,0.16894376063879463,0.9621,0.012835361994802952,0.99,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
4901,0.16262496299648774,0.9634,0.0019367963541299105,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5001,0.19031265072982934,0.9601,0.004507261328399181,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5101,0.1980525908281925,0.9569,0.00414408789947629,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5201,0.18034234476843267,0.9616,0.0024612362030893564,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5301,0.1822278232973258,0.9588,0.0020002471283078194,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5401,0.18217195694040128,0.9603,0.002165695186704397,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5501,0.17799384087855288,0.964,0.0016721257707104087,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5601,0.1883947429536238,0.9603,0.0012079745065420866,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5701,0.17056973325730723,0.9629,0.0014051086036488414,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5801,0.20086698367034841,0.9568,0.002932884031906724,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
5901,0.1824488789982661,0.963,0.0021020332351326942,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6001,0.1812167665995412,0.9606,0.002006654627621174,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6101,0.18861439844100686,0.9634,0.0009827438043430448,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6201,0.18820918927894126,0.963,0.0010808805236592889,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6301,0.17267344346128083,0.964,0.0028886494692415,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6401,0.20344519322869017,0.9577,0.0006336996448226273,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6501,0.2009626347971789,0.9602,0.002146622631698847,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6601,0.20700196787195235,0.96,0.0022182720713317394,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6701,0.21035580459392805,0.9609,0.0008155621471814811,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6801,0.2089604365500054,0.9611,0.0025174161419272423,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
6901,0.20887272718769964,0.9594,0.006324772257357836,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7001,0.20918052777820775,0.9582,0.0011969669722020626,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7101,0.2107961156346937,0.9613,0.004483086057007313,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7201,0.21586071284807987,0.9612,0.0029182867147028446,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7301,0.20589346801236388,0.9612,0.0009897133568301797,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7401,0.21281024777061247,0.9625,0.012106258422136307,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7501,0.22469604437952512,0.9594,0.0019360557198524475,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7601,0.23050642978298128,0.9597,0.001271994668059051,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7701,0.20987266540758356,0.9593,0.0019940324127674103,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7801,0.24204480991858873,0.9575,0.002711840905249119,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
7901,0.23295082005289713,0.9602,0.0005729731637984514,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8001,0.24585515427351312,0.9601,0.0023293981794267893,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8101,0.23483522991888095,0.9599,0.0009563082712702453,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8201,0.24635072817836773,0.9579,0.0030886181630194187,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8301,0.25753043283941224,0.9546,0.006930764298886061,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8401,0.24488243961292028,0.9568,0.0035609626211225986,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8501,0.2564589007395932,0.9581,0.00056028290418908,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8601,0.23470963996980573,0.9623,0.0007555748452432454,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8701,0.27367623762482907,0.9555,0.002407750580459833,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8801,0.24667476419290324,0.961,0.0003844390739686787,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
8901,0.2431601969744952,0.9597,0.0033138347789645195,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9001,0.2322898574654215,0.963,0.0013619933743029833,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9101,0.23767263411523232,0.963,0.00029213668312877417,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9201,0.252080286107514,0.9632,0.00036656600423157215,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9301,0.26931499472922155,0.9581,0.0006152782589197159,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9401,0.3080693593206024,0.9579,0.0013085863320156932,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9501,0.24765348141369486,0.9621,0.0018680986249819398,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9601,0.28661454107744816,0.9595,0.0011609179200604558,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9701,0.2479310036111252,0.9635,0.0003633410087786615,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9801,0.25845716842792965,0.9631,0.00229534599930048,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
9901,0.25727171220823153,0.9621,0.0007973525207489729,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10001,0.2668448922313837,0.9593,0.0020791154820472,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10101,0.2924864672403837,0.959,0.0006884185713715851,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10201,0.2571495943841819,0.9645,0.0010272457730025053,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10301,0.2420690585596668,0.9648,0.00015417182294186205,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10401,0.2834427056644108,0.9578,0.017162121832370758,0.99,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10501,0.30224070094909583,0.9586,0.0006509661907330155,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10601,0.31205018961484254,0.9561,0.0012487134663388133,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10701,0.2752263266340651,0.9628,0.0002464604040142149,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10801,0.277586481629865,0.9599,0.029766328632831573,0.99,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
10901,0.27929333373810095,0.9633,0.00048016506480053067,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11001,0.2823342829426978,0.9627,0.002718023955821991,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11101,0.2957476360847863,0.9601,0.000696274102665484,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11201,0.29831361691768526,0.961,0.0009467565105296671,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11301,0.32397612968229167,0.9568,0.0009177381289191544,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11401,0.31499583473526266,0.9611,0.0001456583704566583,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11501,0.32792830328924083,0.9593,0.00038434777525253594,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11601,0.3047301151945473,0.9619,0.024122904986143112,0.99,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11701,0.3005405863830268,0.9611,9.166272502625361e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11801,0.3347041383256601,0.9573,0.00014713410928379744,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
11901,0.30191108248128873,0.9613,0.0005195927806198597,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12001,0.2790762048306471,0.9655,0.0009217300103046,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12101,0.29713479013919813,0.9622,0.0003059478185605258,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12201,0.3085107615778321,0.9633,0.000665808969642967,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12301,0.3160186944915117,0.9609,9.819796105148271e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12401,0.29795487348922817,0.9662,0.00037201226223260164,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12501,0.31528451614334785,0.963,0.00035017941263504326,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12601,0.3318099212808863,0.9609,0.0004334221302997321,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12701,0.2993797782061172,0.9651,2.4660706912982278e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12801,0.345396045053161,0.959,0.0003471514501143247,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
12901,0.3473115798270974,0.9617,0.000594337354414165,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13001,0.36468888114124465,0.9599,4.182166958344169e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13101,0.3225123473385449,0.9616,0.0012149293906986713,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13201,0.3239105673248976,0.9637,0.00020867926650680602,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13301,0.3027561222905774,0.9649,2.0634364773286507e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13401,0.331598237412685,0.9603,5.238248922978528e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13501,0.35057154389020667,0.9611,0.0002598053542897105,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13601,0.2967746519493161,0.9659,8.51377899380168e-06,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13701,0.3105502910223131,0.9651,0.00022853398695588112,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
13801,0.348562481877883,0.967,1.680838795437012e-05,1.0,1000000,100,1000,1.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau1_a4.00e-6_b0_g0_J25383212,2.210000000000001
