t,tr_nll_val,tr_acc_val,tr_nll_train,tr_acc_train,iterations,H,B,tau,batch_size,N,tr_poly_a,tr_poly_gamma,tr_poly_b,output_dir,final_error_rate_pct
3701,0.1441318377747666,0.962,0.003191195195540786,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
3801,0.1468260830093641,0.9606,0.004371912684291601,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
3901,0.17417080927756615,0.9549,0.006253790110349655,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4001,0.14608852438279427,0.9612,0.004235151223838329,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4101,0.14725092075343127,0.9627,0.0068056327290833,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4201,0.14218557993561262,0.962,0.006810849532485008,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4301,0.15594771028030663,0.9598,0.004052153322845697,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4401,0.14999391489414848,0.9613,0.0030329651199281216,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4501,0.15031801110017112,0.9598,0.0038852349389344454,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4601,0.1338485172963192,0.9665,0.007624894846230745,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4701,0.15408803801881732,0.9604,0.003949746955186129,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4801,0.15136400947434595,0.9618,0.00439147325232625,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
4901,0.16083189428783953,0.962,0.0024594145361334085,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5001,0.17555341557490464,0.9581,0.003186464076861739,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5101,0.16891595798566414,0.963,0.0023618084378540516,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5201,0.17949911593401338,0.961,0.0020711240358650684,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5301,0.16528037159772793,0.9615,0.0038340359460562468,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5401,0.17435067157479353,0.9612,0.0065100002102553844,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5501,0.16718150689688627,0.9643,0.0022340465802699327,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5601,0.1768694281900025,0.9614,0.001969757257029414,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5701,0.1739032126256643,0.9611,0.0024340746458619833,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5801,0.18779931554894574,0.9579,0.0016919439658522606,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
5901,0.19526303909515264,0.956,0.008683312684297562,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6001,0.17570891889001358,0.9608,0.003934439737349749,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6101,0.1820989102572753,0.9625,0.0009204775560647249,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6201,0.1796742138650643,0.9622,0.002062783343717456,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6301,0.18095901948268875,0.9606,0.0020376245956867933,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6401,0.2103445112693589,0.9563,0.002128304447978735,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6501,0.2151784673471775,0.9526,0.017949849367141724,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6601,0.2224392689251181,0.9524,0.041113030165433884,0.98,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6701,0.1887611312344643,0.9607,0.0014104304136708379,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6801,0.19010151991035854,0.9622,0.0018644932424649596,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
6901,0.17710268087867007,0.9636,0.002098307479172945,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7001,0.20254566278948916,0.9602,0.0019924866501241922,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7101,0.19144974894357802,0.9634,0.0018371224869042635,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7201,0.1880356504149404,0.963,0.0007572706672362983,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7301,0.18582473867521912,0.9631,0.0027321630623191595,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7401,0.19189605830733852,0.9642,0.00444679893553257,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7501,0.1973993103981411,0.9607,0.0013835870195180178,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7601,0.19818192308302968,0.9642,0.0021763588301837444,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7701,0.2218119264165398,0.9581,0.0016542482189834118,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7801,0.20754769794475578,0.961,0.0017754763830453157,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
7901,0.22608923350424448,0.9598,0.0003314655623398721,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8001,0.22069897309920633,0.9592,0.0019127822015434504,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8101,0.20843753272531104,0.9602,0.001040607807226479,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8201,0.2253061800671003,0.9584,0.0020743419881910086,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8301,0.21567181346880715,0.9608,0.0020376688335090876,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8401,0.20766786880212748,0.9616,0.0017401522491127253,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8501,0.20703235488606878,0.9624,0.0002533320803195238,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8601,0.20895581391486304,0.964,0.0011813775636255741,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8701,0.2018113073477707,0.9633,0.0006541992188431323,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8801,0.21399646576352097,0.9605,0.0024870289489626884,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
8901,0.2145937161423899,0.9613,0.0014101826818659902,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9001,0.222209212426842,0.9621,0.003485393477603793,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9101,0.229496179285419,0.9604,0.0006232446175999939,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9201,0.23587316366774985,0.9621,0.00034234742633998394,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9301,0.22372458520922378,0.9614,0.001743709435686469,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9401,0.2570220839929971,0.9589,0.0018136102007701993,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9501,0.22652180761254384,0.9638,0.002299576299265027,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9601,0.2381600008763053,0.9622,0.0006100030732341111,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9701,0.22428752730634047,0.9672,0.000584868248552084,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9801,0.23362126421705853,0.9626,0.000600831990595907,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
9901,0.20984197698331628,0.9658,0.0012810406042262912,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10001,0.2191741431198534,0.9608,0.0016613148618489504,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10101,0.22587644616913166,0.9632,0.0002558937412686646,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10201,0.22805409428208803,0.962,0.002256131498143077,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10301,0.23437634681555208,0.9623,0.0006892983801662922,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10401,0.23148550185289196,0.9636,0.00034913152921944857,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10501,0.23368552345454927,0.9656,0.0003110388352070004,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10601,0.23909646603007487,0.9643,0.0005935360677540302,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10701,0.23483844015160057,0.9658,0.000941768754273653,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10801,0.25879065463370354,0.9597,0.004732284229248762,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
10901,0.2458143231849226,0.9638,0.0001756724523147568,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11001,0.26200665525061595,0.9615,0.0005540641723200679,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11101,0.27111182915344356,0.9616,0.000734933593776077,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11201,0.29358904095860994,0.9592,0.0003094927524216473,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11301,0.263590451997606,0.9615,0.0006696764612570405,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11401,0.256215000916294,0.9633,0.0018718206556513906,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11501,0.2811148345049287,0.9587,0.0002946800668723881,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11601,0.29410045681403063,0.9605,0.012484355829656124,0.99,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11701,0.2813180191552141,0.9627,0.0002875013160519302,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11801,0.24380201353816747,0.9662,0.000317448255373165,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
11901,0.25598718331843684,0.9635,0.00025643425760790706,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12001,0.26667653712995226,0.9626,0.0011311477283015847,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12101,0.2844479306242097,0.9601,2.183005381084513e-05,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12201,0.2780685150249961,0.962,0.002325920620933175,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12301,0.27366893888422966,0.9626,0.00010112002200912684,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12401,0.2643434466205328,0.9657,0.0003833046939689666,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12501,0.2717685486058386,0.9624,7.523114618379623e-05,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12601,0.2722296628331632,0.9643,0.0008738514734432101,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12701,0.25628447439595764,0.9665,0.00023865934053901583,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12801,0.2815444991062702,0.96,0.0102583859115839,0.99,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
12901,0.28569356527623313,0.9615,0.0011419749353080988,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13001,0.28544251673084264,0.9637,0.0003796963719651103,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13101,0.29119591624748753,0.9619,0.00024025814491324127,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13201,0.3246785064973,0.9623,0.00011411494779167697,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13301,0.2803945498646749,0.9651,0.00046751723857596517,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13401,0.25622722265243786,0.9683,0.00010544839460635558,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13501,0.2778560766111143,0.9627,0.0005719236214645207,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13601,0.26772225160157526,0.9652,0.0017595968674868345,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
13701,0.26688300069611953,0.9635,0.0004914512974210083,1.0,1000000,100,1000,10.0,100,60000,4e-06,0.0,0.0,experiment/single_runs/T1000000_tau10_a4.00e-6_b0_g0_J25385223,3.3200000000000007
